timestep_idx,local_iter_idx,timestep_value,n_units,sd_bias,avg_global_mean,best_global_mean,best_local_k_mean,best_local_so_far_mean,gain_vs_avg_global_mean,gain_vs_best_global_mean,marginal_gain_mean,z_gain_vs_avg_global_mean,z_gain_vs_best_global_mean,z_marginal_gain_mean,p_gain_vs_avg_global_pos,p_marginal_pos,gain_vs_avg_global_se,gain_vs_best_global_se,marginal_gain_se,z_gain_vs_avg_global_se,z_gain_vs_best_global_se,z_marginal_gain_se
0,0,981.0,5,0.05433183424416142,0.1689923423241105,0.1984633505344391,0.16248951852321625,0.16248951852321625,-0.006502823800894253,-0.03597383201122284,,-0.11968717587687656,-0.6621133357942657,,0.4,0.0,0.007133142185380082,0.013468910997810392,,0.13128844782461252,0.2479009071787003,
0,1,981.0,4,0.05433183424416142,0.1685659246780632,0.19284551590681076,0.17543476819992065,0.17543476819992065,0.0068688435218574664,-0.017410747706890106,0.017388295382261276,0.12642392102923716,-0.3204520507930595,0.3200388064227713,0.75,1.0,0.004427254684621955,0.014441255462776588,0.0059409727077413665,0.08148546328707307,0.2657973113493488,0.10934607289426809
0,2,981.0,5,0.05433183424416142,0.1689923423241105,0.1984633505344391,0.18662021160125733,0.18743806481361389,0.01844572248950339,-0.011025285720825196,0.011037909984588623,0.33950119200118106,-0.20292496791620812,0.20315732273984058,1.0,0.6,0.009461263424113126,0.010511829153104526,0.008768697277773485,0.1741384872374311,0.193474586296231,0.16139151935066104
0,3,981.0,5,0.05433183424416142,0.1689923423241105,0.1984633505344391,0.18792846500873567,0.18930561542510987,0.02031327310099936,-0.009157735109329223,0.0018675506114959716,0.3738742375181684,-0.16855192239922082,0.03437304551698733,1.0,0.4,0.009568475300200465,0.010988525706775975,0.0014735333105105439,0.1761117663946475,0.2022483845731164,0.02712099326315109
0,4,981.0,5,0.05433183424416142,0.1689923423241105,0.1984633505344391,0.19063171446323396,0.1920933574438095,0.02310101511969901,-0.006369993090629578,0.002787742018699646,0.42518378849286637,-0.11724237142452276,0.05130955097469806,1.0,0.4,0.008829338661275802,0.008480035430506579,0.0026557399117991824,0.16250764922821676,0.1560785780284577,0.04887999731178912
0,5,981.0,5,0.05433183424416142,0.1689923423241105,0.1984633505344391,0.19062661230564118,0.19269424676895142,0.023701904444840917,-0.005769103765487671,0.0006008893251419067,0.4362434063670132,-0.10618275355037596,0.011059617874146761,1.0,0.4,0.008710754763074757,0.007990162743676478,0.0005005736439256422,0.16032506327560306,0.1470622675422579,0.009213266050914425
0,6,981.0,4,0.05433183424416142,0.1706794914479057,0.20451275259256363,0.19308746233582497,0.19626978412270546,0.02559029267479976,-0.00824296846985817,0.0003147535026073456,0.4709999769159225,-0.15171526204720337,0.005793169087442864,1.0,0.25,0.0108879895190034,0.009662078661229898,0.0003147535026073456,0.2003979742350303,0.17783457517391285,0.0057931690874428645
0,7,981.0,5,0.05433183424416142,0.1689923423241105,0.1984633505344391,0.19341604709625243,0.1964867055416107,0.027494363217500217,-0.001976644992828369,0.003540655970573425,0.5060451869514198,-0.03638097296596943,0.06516724531445225,1.0,0.4,0.008778273885613223,0.004829338517934835,0.0034316952870196787,0.16156778079982728,0.0888859834223948,0.06316177862867668
0,8,981.0,5,0.05433183424416142,0.1689923423241105,0.1984633505344391,0.19595759809017183,0.2012948364019394,0.03230249407782889,0.002831485867500305,0.0048081308603286745,0.5945408346176011,0.05211467470021188,0.08849564766618133,1.0,0.4,0.011044441879823194,0.0026922646265681725,0.004794255047135752,0.20327754498754189,0.04955224987379268,0.08824025755491495
0,9,981.0,5,0.05433183424416142,0.1689923423241105,0.1984633505344391,0.1982846200466156,0.2037244826555252,0.03473214033141471,0.00526113212108612,0.0024296462535858153,0.639259484142063,0.09683332422467386,0.04471864952446196,1.0,0.2,0.009948995193578714,0.0006030456752483457,0.0024296462535858153,0.18311539324936094,0.011099306394448661,0.04471864952446196
0,10,981.0,5,0.05433183424416142,0.1689923423241105,0.1984633505344391,0.19983844161033631,0.20400175750255584,0.035009415178445344,0.00553840696811676,0.0002772748470306396,0.6443628429902954,0.1019366830729063,0.005103358848232443,1.0,0.2,0.010109394184727335,0.000837920526005865,0.0002772748470306396,0.18606760337405148,0.015422275681699613,0.005103358848232442
0,11,981.0,5,0.05433183424416142,0.1689923423241105,0.1984633505344391,0.2039193630218506,0.20562747418880462,0.03663513186469412,0.00716412365436554,0.0016257166862487793,0.6742848345605227,0.1318586746431335,0.02992199157022719,1.0,0.4,0.010993914017515673,0.002222971416676186,0.001462575020732101,0.2023475586726965,0.04091471321741857,0.0269193013834108
0,12,981.0,5,0.05433183424416142,0.1689923423241105,0.1984633505344391,0.20489132702350615,0.2072403222322464,0.0382479799081359,0.008776971697807312,0.0016128480434417724,0.7039699734092096,0.16154381349182037,0.02968513884868688,1.0,0.4,0.0111077594613703,0.0027583735596848,0.0010072539939663366,0.2044429314028535,0.05076901227536265,0.018538928566995277
0,13,981.0,5,0.05433183424416142,0.1689923423241105,0.1984633505344391,0.20343057215213775,0.20740761160850524,0.038415269284394746,0.008944261074066161,0.0001672893762588501,0.7070490039368201,0.16462284401943092,0.003079030527610565,1.0,0.2,0.011193111723063608,0.0027170463708669165,0.0001672893762588501,0.20601387526809728,0.05000836818165943,0.0030790305276105646
0,14,981.0,4,0.05433183424416142,0.1685659246780632,0.19284551590681076,0.19758812338113785,0.20041192695498466,0.03184600227692148,0.007566411048173904,0.0012345090508460999,0.5861389132163101,0.13926294139401343,0.02272165237967761,1.0,0.5,0.010586216450035896,0.0007775809960802641,0.0007608741275906757,0.19484371542588788,0.014311701544731558,0.01400420468360021
0,15,981.0,5,0.05433183424416142,0.1689923423241105,0.1984633505344391,0.19234306514263153,0.20896389484405517,0.03997155251994468,0.010500544309616089,0.0005686759948730468,0.735693043977069,0.19326688405967984,0.010466718136506823,1.0,0.4,0.011135077442306279,0.002397991177397433,0.00036855241474898696,0.2049457302005752,0.04413602468529073,0.006783360434561294
0,16,981.0,5,0.05433183424416142,0.1689923423241105,0.1984633505344391,0.2048802047967911,0.20896389484405517,0.03997155251994468,0.010500544309616089,0.0,0.735693043977069,0.19326688405967984,0.0,1.0,0.0,0.011135077442306279,0.002397991177397433,0.0,0.2049457302005752,0.04413602468529073,0.0
0,17,981.0,5,0.05433183424416142,0.1689923423241105,0.1984633505344391,0.2042498469352722,0.2097996860742569,0.0408073437501464,0.01133633553981781,0.0008357912302017212,0.7510761290841494,0.20864996916676026,0.015383085107080413,1.0,0.4,0.0111904084553904,0.0024228240549857218,0.0005171802960967036,0.20596412050257512,0.04459308412261236,0.009518918389034152
0,18,981.0,5,0.05433183424416142,0.1689923423241105,0.1984633505344391,0.20366784930229187,0.2097996860742569,0.0408073437501464,0.01133633553981781,0.0,0.7510761290841494,0.20864996916676026,0.0,1.0,0.0,0.0111904084553904,0.0024228240549857218,0.0,0.20596412050257512,0.04459308412261236,0.0
0,19,981.0,5,0.05433183424416142,0.1689923423241105,0.1984633505344391,0.20251790881156922,0.2097996860742569,0.0408073437501464,0.01133633553981781,0.0,0.7510761290841494,0.20864996916676026,0.0,1.0,0.0,0.0111904084553904,0.0024228240549857218,0.0,0.20596412050257512,0.04459308412261236,0.0
